Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU32,OUT049,1796.7225643296883
FDY27,OUT049,2865.17833150787
NCP54,OUT013,1796.7225643296883
NCZ41,OUT049,1798.8024403469367
DRL49,OUT013,2085.004039050441
FDI05,OUT018,696.1308096240966
FDY56,OUT045,3908.847318309793
DRC13,OUT013,1796.7225643296883
NCV29,OUT017,2866.1244045367084
FDR24,OUT049,1727.094630290746
FDZ34,OUT018,2792.705463791994
FDP37,OUT035,1798.8024403469367
FDX08,OUT027,5018.8282631995135
FDS57,OUT045,1818.4375407562798
NCG18,OUT049,1796.7225643296883
FDK25,OUT018,2788.361378906467
FDH53,OUT049,1402.388533109895
DRI59,OUT018,2815.3502469986693
FDA52,OUT046,2862.0806663975586
FDT20,OUT010,396.4276065588624
FDE36,OUT019,479.2951935704895
FDI24,OUT017,2862.0806663975586
FDB28,OUT018,2795.9653883693472
FDV11,OUT017,2862.0806663975586
FDP01,OUT046,2729.817956923969
FDD34,OUT027,4363.485677838445
FDJ50,OUT027,1405.8153574691135
FDZ44,OUT013,1796.7225643296883
DRO59,OUT035,1035.603146821548
DRB48,OUT045,803.4803817414812
FDR21,OUT018,2792.705463791994
NCE42,OUT010,617.7255327913654
FDO23,OUT046,1777.6480741184416
NCE30,OUT018,2814.1949691636814
FDQ22,OUT035,803.4803817414812
FDY01,OUT045,1796.7225643296883
FDS08,OUT017,2862.0806663975586
FDG28,OUT018,2815.3502469986693
FDQ51,OUT018,396.4276065588624
FDB05,OUT017,3908.847318309793
FDO56,OUT049,1796.7225643296883
FDE02,OUT018,890.5663043483258
FDN45,OUT017,3896.520894103718
FDS09,OUT013,803.4803817414812
NCA54,OUT018,2792.705463791994
FDP09,OUT010,616.5702549563777
FDC53,OUT045,1795.7850692390182
NCM55,OUT017,2877.097405912663
FDL09,OUT018,2788.361378906467
FDA11,OUT019,859.4776151558045
FDA50,OUT045,1791.2085819433864
FDC23,OUT017,2866.1244045367084
FDE22,OUT049,2830.4779224548965
FDD23,OUT046,2877.097405912663
NCA29,OUT049,2862.0806663975586
FDK38,OUT046,2697.5284063405834
DRC13,OUT046,1796.7225643296883
NCP43,OUT049,2866.1244045367084
FDX28,OUT049,1796.7225643296883
FDF08,OUT049,1731.2557662063737
FDZ33,OUT046,2700.801626840394
FDD10,OUT049,2865.17833150787
FDO58,OUT017,2851.225939698824
FDI50,OUT017,3908.847318309793
FDO58,OUT045,2855.3718245521072
FDX08,OUT013,2869.0757257892374
NCK17,OUT010,396.4276065588624
FDF39,OUT035,3908.847318309793
FDU45,OUT010,889.1200323882651
NCJ18,OUT018,889.1200323882651
DRC27,OUT019,481.2336764109058
DRC25,OUT035,1631.509207896313
FDU59,OUT035,2837.855705421211
FDU28,OUT035,2877.097405912663
NCP30,OUT046,803.4803817414812
FDB39,OUT018,402.29782131884565
FDE41,OUT013,1649.173635264042
DRH11,OUT010,403.4949251280006
FDA58,OUT045,3908.847318309793
FDU50,OUT046,1796.7225643296883
FDM34,OUT013,1802.1055436669621
FDM44,OUT027,2624.3353521256204
FDR39,OUT045,2877.097405912663
FDM25,OUT045,2862.0806663975586
FDQ49,OUT049,2743.23046496742
DRH25,OUT018,399.2595994305882
FDM09,OUT027,4381.439804264697
FDL44,OUT019,477.3293354095939
NCR42,OUT018,396.4276065588624
DRL59,OUT046,807.3644207817364
FDX43,OUT013,2860.301746815413
DRK47,OUT010,617.7255327913654
FDU48,OUT018,900.35766053164
FDY12,OUT045,803.4803817414812
NCN43,OUT018,889.1200323882651
NCM55,OUT018,2792.705463791994
FDQ21,OUT027,3264.81797474608
FDX13,OUT035,3908.847318309793
NCK30,OUT027,6202.957839067194
FDG20,OUT049,2862.0806663975586
DRG27,OUT017,803.4803817414812
FDY14,OUT018,2815.3502469986693
FDP59,OUT035,1796.7225643296883
FDU60,OUT017,2860.301746815413
NCC18,OUT019,475.5441681196317
DRJ39,OUT017,3841.266162140263
FDS07,OUT049,1796.7225643296883
FDM08,OUT027,5872.326947451289
FDP51,OUT045,1796.7225643296883
FDU16,OUT035,1501.8890582920826
FDH12,OUT013,1796.7225643296883
DRE48,OUT010,595.0807495846886
NCL42,OUT027,6182.9126895662375
FDR21,OUT045,2862.0806663975586
NCW29,OUT035,1803.1696860063396
FDO11,OUT013,3908.847318309793
NCM31,OUT049,1818.4375407562798
FDV35,OUT019,516.2909240287329
FDF58,OUT017,827.9271661474966
NCE43,OUT049,2860.301746815413
FDA02,OUT035,2640.777198111618
DRL37,OUT010,396.4276065588624
FDR24,OUT018,888.3564040567334
FDW59,OUT049,1503.828865392265
FDS22,OUT049,803.4803817414812
FDW24,OUT017,803.4803817414812
FDU24,OUT035,1792.1361028186245
FDA21,OUT027,5184.321926811707
FDH58,OUT027,3062.737691192163
FDW36,OUT018,889.1200323882651
FDI45,OUT027,4681.369710727054
FDU01,OUT018,2792.705463791994
FDF35,OUT027,2736.5061750960936
FDU43,OUT019,480.88004126099014
FDE24,OUT019,548.4144912582562
FDK50,OUT049,2851.225939698824
FDG31,OUT045,836.3306813642102
FDC60,OUT045,1736.6332760199775
FDL36,OUT013,1736.6332760199775
FDP21,OUT013,2877.097405912663
FDW16,OUT045,1736.6332760199775
FDX02,OUT017,3898.9577835377954
FDQ58,OUT027,4236.290957560289
FDT51,OUT046,1796.7225643296883
FDD59,OUT049,1373.4352921948052
NCM42,OUT018,889.1200323882651
FDA57,OUT018,396.4276065588624
FDZ48,OUT035,1796.7225643296883
FDE46,OUT045,2714.9986029941883
NCZ30,OUT019,858.1465288938833
FDB56,OUT017,2877.097405912663
FDA25,OUT027,2621.402541437809
FDD20,OUT013,1796.7225643296883
FDL25,OUT013,1766.235614459199
NCO18,OUT049,2862.0806663975586
FDJ45,OUT017,803.4803817414812
FDR12,OUT035,2861.164622606139
NCF19,OUT010,396.4276065588624
FDK25,OUT046,2859.3376594108236
NCR17,OUT046,1796.7225643296883
FDC52,OUT046,2706.02876472072
NCA54,OUT017,2869.0757257892374
FDR45,OUT010,617.7255327913654
NCM19,OUT049,1796.7225643296883
FDF39,OUT027,6098.880221363397
FDX23,OUT049,1792.1361028186245
FDD58,OUT027,2618.7892951923764
FDX28,OUT013,1796.7225643296883
NCD31,OUT013,2851.225939698824
FDU57,OUT018,2500.952637550999
FDI27,OUT046,803.4803817414812
NCM42,OUT046,1796.7225643296883
FDD32,OUT027,2300.5007338591836
FDI34,OUT013,3908.847318309793
NCM29,OUT049,1803.1696860063396
FDG46,OUT018,889.1200323882651
DRC01,OUT010,396.4276065588624
FDB15,OUT027,6206.3155040161955
NCA17,OUT027,4100.611409344864
FDF10,OUT046,2699.687667371333
FDR26,OUT027,4950.87602441862
FDI02,OUT049,1796.7225643296883
NCM54,OUT010,888.4919309562335
FDF14,OUT013,2706.02876472072
FDJ33,OUT010,889.1200323882651
FDM20,OUT035,3908.847318309793
FDC03,OUT027,5574.912276172597
NCX05,OUT046,1796.7225643296883
NCM41,OUT027,2578.979184152302
NCU29,OUT010,664.5377439841594
FDQ59,OUT017,1516.9659073530568
FDH46,OUT010,889.1200323882651
FDH09,OUT013,803.4803817414812
NCD06,OUT045,803.4803817414812
FDC15,OUT035,2737.1996706308646
DRD37,OUT027,1027.0535387618434
FDT28,OUT027,4098.001457022912
FDR28,OUT027,4372.55271472763
FDT38,OUT017,1633.2471869728552
FDV34,OUT027,1870.0595095745439
FDY52,OUT035,832.888988986684
FDB34,OUT013,1633.2471869728552
DRL23,OUT018,889.1200323882651
DRB24,OUT046,2729.817956923969
FDJ50,OUT046,808.5363621430084
FDQ49,OUT035,2729.817956923969
FDP20,OUT035,1796.7225643296883
FDV19,OUT027,4291.7410383057195
NCR54,OUT045,2877.097405912663
FDO09,OUT010,617.7255327913654
FDS57,OUT018,1109.8473287105755
FDN10,OUT049,1796.7225643296883
FDV23,OUT049,1796.7225643296883
FDY28,OUT049,3814.107285928873
DRG51,OUT013,2851.225939698824
FDD45,OUT019,859.4776151558045
NCL18,OUT027,5553.93782138763
NCM29,OUT013,1803.1696860063396
FDF17,OUT027,5569.155834351013
FDE22,OUT017,2850.3350139553363
FDQ22,OUT017,803.4803817414812
FDS01,OUT013,2868.097361372132
FDW35,OUT027,1027.0535387618434
FDJ33,OUT046,1796.7225643296883
NCF54,OUT035,2862.0806663975586
FDE09,OUT013,1796.7225643296883
NCE06,OUT045,2849.3942637361806
DRH49,OUT049,1394.9106657673244
FDY43,OUT045,2861.164622606139
NCT05,OUT017,3908.847318309793
FDZ34,OUT045,2877.097405912663
FDL38,OUT017,1662.7498763684996
FDZ31,OUT017,2877.097405912663
FDR14,OUT035,809.3505965014645
NCN54,OUT049,1373.4352921948052
NCC42,OUT027,3348.298592506603
FDK08,OUT017,1796.7225643296883
FDP59,OUT013,1796.7225643296883
FDV22,OUT035,2794.469953873773
FDD33,OUT035,3908.847318309793
DRE60,OUT027,6116.568776858529
FDK52,OUT046,3908.847318309793
FDA02,OUT017,2697.5284063405834
FDM56,OUT049,1796.7225643296883
FDE57,OUT035,1818.4375407562798
FDM32,OUT045,1719.2987981149809
NCQ30,OUT027,3117.4005828054605
FDQ27,OUT027,2621.402541437809
FDT60,OUT027,3273.7808014979855
FDU43,OUT049,3908.847318309793
NCO55,OUT035,1796.7225643296883
FDG02,OUT045,2877.097405912663
FDJ28,OUT013,2877.097405912663
FDP40,OUT045,1796.7225643296883
FDJ38,OUT045,2877.097405912663
NCC54,OUT017,3908.847318309793
NCZ41,OUT046,1796.7225643296883
FDK38,OUT019,528.6637572639639
FDU52,OUT013,2730.90215033103
FDC40,OUT046,1218.4004055804633
NCR30,OUT017,882.1180215225191
NCN18,OUT017,1796.7225643296883
FDB50,OUT035,1373.4352921948052
FDG04,OUT013,2877.097405912663
FDR26,OUT035,2862.0806663975586
NCT17,OUT018,2792.705463791994
FDX35,OUT027,5869.7448992786185
FDS12,OUT046,1798.8024403469367
NCZ29,OUT027,3324.6256546096706
FDB38,OUT010,601.1773984526184
FDP12,OUT013,803.4803817414812
FDP22,OUT046,804.2477255757393
FDS26,OUT018,2815.3502469986693
FDR52,OUT046,2877.097405912663
DRJ13,OUT046,2849.3942637361806
FDU48,OUT027,3339.534392325421
FDE29,OUT035,827.9271661474966
NCT29,OUT049,1796.7225643296883
DRK37,OUT018,2792.705463791994
FDK55,OUT046,1670.328754383905
FDR07,OUT046,1792.1361028186245
FDO21,OUT027,5887.325049061918
FDK46,OUT049,3908.847318309793
FDB12,OUT045,1796.7225643296883
FDT31,OUT027,5216.4410536583055
FDJ33,OUT045,1796.7225643296883
FDC26,OUT027,2913.9515192470826
NCQ02,OUT045,2877.097405912663
FDP08,OUT010,595.0807495846886
FDB11,OUT027,5840.144323187672
FDV55,OUT013,2697.5284063405834
FDW20,OUT049,1796.7225643296883
NCJ18,OUT019,858.1465288938833
FDC41,OUT018,540.0827513970761
FDE14,OUT027,2621.402541437809
FDG35,OUT013,2862.0806663975586
FDF45,OUT035,811.2999494525291
FDS19,OUT027,2254.809498430088
FDS58,OUT019,481.3405506983209
FDA26,OUT017,3886.3460278552825
FDM32,OUT049,1675.404243705154
FDL45,OUT046,1798.8024403469367
FDZ55,OUT049,2835.9016148959417
FDY37,OUT049,1818.4375407562798
FDO46,OUT046,2877.097405912663
FDQ60,OUT046,1796.7225643296883
FDA19,OUT018,900.35766053164
FDL15,OUT046,2729.817956923969
FDM10,OUT018,2814.1949691636814
NCL05,OUT017,803.4803817414812
DRK49,OUT010,396.4276065588624
NCE18,OUT027,6202.3730718219
FDG40,OUT049,803.4803817414812
DRI59,OUT045,3894.3455811352032
FDK28,OUT035,3908.847318309793
NCD06,OUT019,390.49011634059354
FDO11,OUT019,480.9891916245421
FDK27,OUT046,1796.7225643296883
FDT43,OUT027,1326.546285339807
FDD38,OUT018,889.1200323882651
FDA16,OUT049,3879.365575273308
FDL14,OUT027,4186.838891981905
NCM17,OUT049,803.4803817414812
FDD20,OUT045,1796.7225643296883
FDA40,OUT045,1693.2006840145496
FDL43,OUT045,1368.7141788145007
FDV15,OUT045,1796.7225643296883
FDE52,OUT046,1729.4046299528295
NCL17,OUT010,685.3437825201366
NCJ31,OUT045,3908.847318309793
FDR60,OUT045,1373.4352921948052
NCA18,OUT035,1796.7225643296883
FDS21,OUT027,1792.5638243435203
FDW09,OUT035,1373.4352921948052
FDL26,OUT035,2729.817956923969
FDS47,OUT018,885.6284590235912
FDC39,OUT046,3444.7846727312253
FDT51,OUT035,1796.7225643296883
FDK40,OUT035,3908.847318309793
NCG19,OUT045,3908.847318309793
FDZ07,OUT046,828.390654794649
FDF08,OUT027,2542.3758317701863
FDO04,OUT013,809.3505965014645
FDK41,OUT018,798.2590243397461
FDP15,OUT049,3908.847318309793
NCD43,OUT018,889.1200323882651
NCP18,OUT013,2700.801626840394
FDZ51,OUT046,1777.6480741184416
DRH13,OUT035,1796.7225643296883
FDF38,OUT045,803.4803817414812
NCI43,OUT045,803.4803817414812
FDM38,OUT027,1726.035593316246
FDS03,OUT013,840.1462437429294
DRJ47,OUT017,2862.0806663975586
FDT50,OUT010,890.398322414376
FDV02,OUT046,2862.0806663975586
NCG18,OUT017,1796.7225643296883
FDW52,OUT046,2854.3865240781856
FDS40,OUT035,803.4803817414812
FDN31,OUT017,2877.097405912663
FDA37,OUT045,1796.7225643296883
FDA15,OUT046,3908.847318309793
FDL39,OUT046,2869.0757257892374
FDJ53,OUT045,1796.7225643296883
FDX22,OUT013,3803.994263833434
NCZ42,OUT045,3908.847318309793
FDD56,OUT027,4690.118998249796
FDD40,OUT017,2877.097405912663
FDS50,OUT013,3886.3460278552825
NCN14,OUT013,2877.097405912663
FDT15,OUT013,2877.097405912663
NCS18,OUT027,2633.9789589372817
NCO26,OUT010,889.1200323882651
FDF58,OUT018,420.8743909648776
NCB19,OUT013,1653.6109644187407
FDH26,OUT017,1818.4375407562798
DRB24,OUT027,4231.28682449248
FDA49,OUT018,852.7124365574219
FDB32,OUT045,1792.1361028186245
FDI36,OUT017,2878.1444290759514
NCA17,OUT010,664.1932900332204
FDH22,OUT013,1796.7225643296883
NCM26,OUT018,2537.7314127472932
FDT15,OUT027,5183.52039326848
FDB16,OUT018,864.0363665562753
NCP54,OUT027,3273.7808014979855
FDJ36,OUT013,1796.7225643296883
FDO28,OUT045,1796.7225643296883
FDU09,OUT013,808.9732668609694
FDF29,OUT017,1798.8024403469367
FDY08,OUT013,1814.2052594041822
DRJ59,OUT018,396.4276065588624
FDT23,OUT027,2261.266419053803
FDU15,OUT018,396.4276065588624
FDT47,OUT013,1792.1361028186245
FDI53,OUT019,479.96638902167336
FDR59,OUT018,2815.3502469986693
FDD53,OUT035,803.4803817414812
FDY51,OUT017,3879.365575273308
FDT04,OUT049,803.4803817414812
FDU51,OUT049,2862.0806663975586
FDG14,OUT035,2706.02876472072
NCU06,OUT045,3908.847318309793
DRG25,OUT046,2877.097405912663
DRH49,OUT035,1516.9659073530568
FDN15,OUT035,1805.3191625772254
FDL43,OUT018,642.6886075256704
NCT18,OUT049,2877.097405912663
NCB31,OUT013,3908.847318309793
FDK57,OUT035,1796.7225643296883
FDY04,OUT019,479.96638902167336
NCP54,OUT046,1796.7225643296883
FDF41,OUT013,3908.847318309793
FDM01,OUT045,1796.7225643296883
FDW03,OUT045,1796.7225643296883
FDF28,OUT045,1796.7225643296883
FDY37,OUT017,1822.5946406105502
FDQ03,OUT017,3908.847318309793
FDP51,OUT027,3085.8321326408377
FDJ40,OUT017,1796.7225643296883
FDC32,OUT049,1777.6480741184416
DRI49,OUT027,2316.3578303099844
NCW54,OUT017,809.3505965014645
FDF09,OUT017,803.4803817414812
FDP45,OUT018,2815.3502469986693
DRJ23,OUT018,2792.705463791994
FDS59,OUT017,1796.7225643296883
FDY08,OUT046,1805.3191625772254
FDX16,OUT049,2699.687667371333
FDY16,OUT018,2792.705463791994
FDK32,OUT035,2723.8254423106437
FDQ22,OUT013,803.4803817414812
NCC31,OUT018,2566.1318006317724
FDG58,OUT049,2728.5715822551874
DRF48,OUT013,2877.097405912663
DRH36,OUT049,863.1723921388781
NCR30,OUT035,1027.3766843962824
FDB03,OUT019,481.2336764109058
FDZ28,OUT027,3325.676169112653
FDR35,OUT017,2890.237937553152
DRD15,OUT027,6166.745191705533
FDJ33,OUT019,858.3388107994485
FDA56,OUT010,889.1200323882651
FDP56,OUT046,803.4803817414812
NCT30,OUT046,803.4803817414812
FDK15,OUT017,1796.7225643296883
FDH44,OUT018,2484.613551087872
FDV01,OUT013,2730.90215033103
DRG03,OUT017,2714.9986029941883
FDG50,OUT027,2548.875703183837
FDR16,OUT010,616.5702549563777
FDZ60,OUT046,1796.7225643296883
DRG03,OUT045,2729.817956923969
FDS56,OUT018,2815.3502469986693
FDU33,OUT045,803.4803817414812
DRD27,OUT035,1795.7850692390182
FDW22,OUT046,3896.520894103718
DRA24,OUT045,2851.225939698824
FDF38,OUT049,803.4803817414812
FDX48,OUT013,2729.817956923969
FDS58,OUT018,2747.626661031505
FDC32,OUT046,1776.746639276708
NCQ29,OUT045,3908.847318309793
DRK39,OUT018,798.2590243397461
NCS38,OUT017,1796.7225643296883
DRO47,OUT013,1796.7225643296883
DRG27,OUT027,1027.0535387618434
FDC57,OUT027,5584.31948037733
FDS55,OUT046,2697.5284063405834
NCJ06,OUT018,889.1200323882651
FDO01,OUT019,856.3333878787932
NCM55,OUT045,2877.097405912663
FDC52,OUT049,2710.101366431518
FDQ15,OUT045,1387.5539915821166
NCT30,OUT027,1314.926243518618
NCR42,OUT027,1027.0535387618434
FDD28,OUT035,811.2999494525291
FDQ34,OUT049,1796.7225643296883
FDZ12,OUT027,3384.165685816677
DRE13,OUT019,835.9399631454388
NCN07,OUT019,855.9844485735457
FDM28,OUT035,2869.0757257892374
FDI10,OUT017,2862.0806663975586
FDQ25,OUT013,2861.164622606139
FDA38,OUT010,617.7255327913654
DRI13,OUT049,3836.74857907511
FDY20,OUT027,2556.886287544446
NCZ53,OUT035,2877.097405912663
NCM31,OUT013,2639.748189912715
DRB01,OUT017,2877.097405912663
DRF37,OUT046,3908.847318309793
NCF42,OUT049,2862.0806663975586
FDF16,OUT018,2490.75026951821
FDB41,OUT013,803.4803817414812
FDR34,OUT013,3908.847318309793
FDR15,OUT018,2560.0489737044168
NCV42,OUT019,857.8198055315687
FDW51,OUT035,3811.7935385878595
FDU36,OUT017,1792.1361028186245
FDX60,OUT049,1411.9028053526413
FDY03,OUT035,1796.7225643296883
FDW55,OUT045,3908.847318309793
FDT01,OUT010,616.5702549563777
FDG58,OUT013,2730.90215033103
FDK21,OUT017,3908.847318309793
NCS41,OUT019,480.3564863109105
FDS10,OUT045,2876.039142130171
NCT53,OUT046,2854.3865240781856
FDJ28,OUT018,2792.705463791994
FDX44,OUT045,1670.328754383905
FDT20,OUT018,396.4276065588624
FDO44,OUT017,1796.7225643296883
NCX17,OUT049,3908.847318309793
FDY01,OUT017,1796.7225643296883
FDJ12,OUT027,5633.869014099133
DRK35,OUT018,396.4276065588624
FDD47,OUT019,476.40637911802054
NCM53,OUT035,1796.7225643296883
FDO45,OUT013,1660.9294150270794
NCM42,OUT010,889.1200323882651
FDE04,OUT046,2868.097361372132
NCI30,OUT027,6195.894156805901
FDZ19,OUT013,2862.0806663975586
FDW57,OUT013,2862.0806663975586
FDA25,OUT013,1796.7225643296883
FDT22,OUT046,815.8675373831366
FDP51,OUT013,1796.7225643296883
FDD48,OUT027,3062.2210556118594
FDY39,OUT035,2877.097405912663
FDO48,OUT010,617.7255327913654
FDD23,OUT027,5161.163566531862
DRN35,OUT027,1027.0535387618434
FDT01,OUT035,3812.937906108001
FDC20,OUT010,401.9204916783506
DRJ35,OUT035,830.3231871490832
FDB32,OUT046,1787.4116489908783
FDL24,OUT046,2862.0806663975586
NCV42,OUT035,1796.7225643296883
FDZ46,OUT046,1796.7225643296883
FDC15,OUT013,2738.221204567021
FDD08,OUT019,390.49011634059354
FDY50,OUT049,1719.2987981149809
FDD36,OUT013,1796.7225643296883
FDG57,OUT027,1320.1660499526106
FDL21,OUT018,396.4276065588624
FDN16,OUT027,2621.402541437809
FDJ09,OUT027,1027.0535387618434
FDS01,OUT010,595.0807495846886
FDV33,OUT017,3908.847318309793
DRE12,OUT017,1796.7225643296883
FDR07,OUT013,1792.1361028186245
FDP48,OUT010,595.0807495846886
NCB55,OUT035,811.2999494525291
FDQ08,OUT013,826.9867937196424
FDR34,OUT035,3908.847318309793
FDO33,OUT046,1796.7225643296883
FDP13,OUT045,803.4803817414812
FDX12,OUT049,3908.847318309793
NCT06,OUT049,2859.3376594108236
FDR16,OUT019,479.8541778784114
FDE36,OUT046,2854.3865240781856
FDZ36,OUT049,2877.097405912663
FDV13,OUT045,1687.8879416157877
NCZ17,OUT035,803.4803817414812
FDU56,OUT045,2877.097405912663
FDM09,OUT035,2862.0806663975586
FDV02,OUT017,2862.0806663975586
FDS34,OUT018,889.1200323882651
FDA11,OUT049,1792.1361028186245
FDP09,OUT017,3811.7935385878595
FDB29,OUT027,3049.0271351495735
FDT19,OUT017,2862.0806663975586
DRH15,OUT017,803.4803817414812
FDY38,OUT046,3908.847318309793
FDF14,OUT027,4119.7485459428635
FDN48,OUT010,890.9626812196218
FDQ12,OUT013,3908.847318309793
NCJ43,OUT045,2862.0806663975586
FDE17,OUT019,524.8594572947328
FDB05,OUT035,3908.847318309793
FDH10,OUT045,2877.097405912663
NCR06,OUT017,803.4803817414812
FDU32,OUT018,889.1200323882651
FDD56,OUT049,2862.0806663975586
FDO36,OUT018,2792.705463791994
FDH16,OUT010,888.8253211668077
FDX10,OUT018,396.4276065588624
FDZ37,OUT017,1687.8879416157877
FDU31,OUT010,616.5702549563777
DRC49,OUT049,1819.4859434771665
FDL15,OUT045,2714.9986029941883
FDN32,OUT019,480.64978302817354
DRH59,OUT027,1836.420039751285
NCU29,OUT049,2699.687667371333
FDR37,OUT019,476.7960782449697
FDS14,OUT018,2635.97032767086
FDU02,OUT027,6073.871552627331
FDJ08,OUT035,2877.097405912663
NCZ06,OUT045,3908.847318309793
FDO31,OUT049,1427.0494746233958
FDH31,OUT018,889.1200323882651
FDS58,OUT017,2835.9016148959417
NCA53,OUT027,1320.1660499526106
FDF50,OUT046,2878.1444290759514
NCW42,OUT049,3896.520894103718
NCQ17,OUT045,2741.2055540625065
FDK51,OUT018,2815.3502469986693
NCW41,OUT010,624.0523000769023
NCR29,OUT017,809.3505965014645
FDB08,OUT019,481.733799978906
FDA40,OUT027,2464.6063385861985
FDL14,OUT018,2691.5993420929226
FDB47,OUT046,3626.8457986764383
FDO03,OUT035,3908.847318309793
DRK13,OUT019,479.6082345179561
FDX13,OUT010,617.7255327913654
FDF52,OUT046,2877.097405912663
FDT11,OUT013,2877.097405912663
FDB08,OUT013,2835.9016148959417
FDQ28,OUT018,2560.0489737044168
FDD29,OUT045,3908.847318309793
NCQ29,OUT027,6202.509789915304
NCO02,OUT013,840.6047686378718
FDR56,OUT010,595.0807495846886
NCM54,OUT049,1796.7225643296883
FDP51,OUT035,1796.7225643296883
FDT38,OUT013,1631.509207896313
FDZ20,OUT018,2815.3502469986693
FDJ53,OUT013,1796.7225643296883
FDX13,OUT049,3908.847318309793
FDP58,OUT035,3886.3460278552825
NCK31,OUT019,391.2574601748517
FDA35,OUT018,889.1200323882651
FDV37,OUT018,2792.705463791994
NCO07,OUT027,5628.464832035504
FDA20,OUT045,2877.097405912663
FDZ59,OUT035,2860.301746815413
NCY17,OUT017,803.4803817414812
FDQ28,OUT035,2725.7316672148354
FDV35,OUT017,2730.90215033103
FDQ36,OUT013,803.4803817414812
FDD34,OUT018,2770.5167155169534
FDK51,OUT045,3908.847318309793
FDV31,OUT035,2862.0806663975586
FDR04,OUT035,1792.1361028186245
FDR14,OUT049,809.3505965014645
DRC36,OUT010,595.0807495846886
FDE39,OUT019,858.1465288938833
FDP57,OUT049,1796.7225643296883
FDE57,OUT046,1818.4375407562798
NCN18,OUT046,1796.7225643296883
NCQ05,OUT018,2490.75026951821
FDW47,OUT035,1796.7225643296883
FDV46,OUT035,1803.1696860063396
NCP29,OUT045,833.3798467967964
FDE09,OUT018,889.1200323882651
NCU06,OUT027,6156.486412457596
FDT19,OUT010,595.0807495846886
DRF15,OUT017,2710.101366431518
DRI51,OUT013,2861.164622606139
NCX54,OUT013,1796.7225643296883
DRE01,OUT013,3908.847318309793
NCB07,OUT045,2877.097405912663
FDU50,OUT035,1796.7225643296883
FDG40,OUT035,803.4803817414812
FDW10,OUT018,2792.705463791994
FDX51,OUT013,2877.097405912663
NCP17,OUT045,836.3306813642102
FDP21,OUT035,2877.097405912663
FDL04,OUT045,1796.7225643296883
FDV23,OUT013,1796.7225643296883
FDF24,OUT046,1426.1621107304982
FDH56,OUT027,3051.9599458373855
FDB51,OUT049,827.9271661474966
FDI58,OUT027,2592.909240950931
FDR20,OUT013,803.4803817414812
FDC51,OUT018,889.1200323882651
FDB16,OUT027,2464.6063385861985
FDE40,OUT049,827.9271661474966
NCM17,OUT035,803.4803817414812
FDU56,OUT035,2877.097405912663
FDS32,OUT019,850.9716312329906
FDX02,OUT049,3898.9577835377954
FDT39,OUT027,4095.5609204410152
FDE35,OUT017,811.2999494525291
NCI42,OUT019,479.45387313951267
DRL23,OUT046,1796.7225643296883
FDA10,OUT046,1796.7225643296883
FDA11,OUT013,1792.1361028186245
NCM06,OUT046,2730.90215033103
NCT05,OUT035,3908.847318309793
NCQ02,OUT010,595.0807495846886
NCY06,OUT049,1802.1055436669621
FDY56,OUT035,3898.9577835377954
FDL02,OUT035,1796.7225643296883
NCI06,OUT035,2864.1726929710603
FDQ14,OUT045,2700.801626840394
FDQ12,OUT017,3908.847318309793
FDP36,OUT046,803.4803817414812
FDK21,OUT027,6204.277660090138
FDO40,OUT045,2699.687667371333
NCK54,OUT019,857.8198055315687
FDY09,OUT018,2792.705463791994
NCW30,OUT049,3908.847318309793
NCC55,OUT027,1027.0535387618434
FDE58,OUT018,889.1200323882651
FDR39,OUT013,2877.097405912663
FDU28,OUT049,2877.097405912663
FDH08,OUT017,3908.847318309793
FDG35,OUT045,2862.0806663975586
FDG22,OUT049,803.4803817414812
FDC34,OUT035,2777.0746674504976
FDP15,OUT018,2815.3502469986693
FDK34,OUT010,617.7255327913654
FDU45,OUT035,1796.7225643296883
FDQ04,OUT027,1027.0535387618434
FDX22,OUT018,2814.1949691636814
FDB45,OUT017,1796.7225643296883
NCH43,OUT027,5635.999498324624
DRE60,OUT046,3898.9577835377954
FDD17,OUT027,6156.086454254728
NCM54,OUT017,1798.8024403469367
NCH55,OUT013,1798.8024403469367
NCT06,OUT017,2854.3865240781856
FDA48,OUT027,5735.86364482335
FDY58,OUT027,6130.373688051891
FDO25,OUT045,3811.7935385878595
FDN50,OUT045,1792.1361028186245
FDH35,OUT035,2854.3865240781856
FDK09,OUT045,3908.847318309793
FDO16,OUT013,1503.828865392265
FDW11,OUT045,837.2646830522547
FDU47,OUT027,3351.082650253621
NCQ42,OUT010,888.4919309562335
FDK55,OUT027,2548.875703183837
FDN08,OUT049,1796.7225643296883
FDT57,OUT045,3908.847318309793
FDJ12,OUT018,2804.555792016326
DRL59,OUT017,804.2477255757393
NCN53,OUT046,803.4803817414812
FDO51,OUT010,396.4276065588624
FDK56,OUT017,2877.097405912663
FDY12,OUT035,806.312374613207
FDU15,OUT035,803.4803817414812
FDQ19,OUT046,3908.847318309793
DRF15,OUT045,2729.817956923969
DRE25,OUT019,862.3987230585943
FDK57,OUT018,889.1200323882651
FDD33,OUT010,617.7255327913654
FDR34,OUT027,6166.1105601647405
FDU04,OUT045,1796.7225643296883
FDE35,OUT019,416.88805067664197
NCD31,OUT035,2851.225939698824
FDJ56,OUT035,1796.7225643296883
